"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YDR197W","1170","1436","Cytochrome B Synthesis"
"YDR197W","1170","1573","Cytochrome B Synthesis"
"YDR198C","1440","1640","Ribosomal protein lysine (K) Methyltransferase"
"YDR198C","1440","1643","Ribosomal protein lysine (K) Methyltransferase"
"YDR200C","1815","1992","Vacuolar Protein Sorting"
"YDR200C","1815","2403","Vacuolar Protein Sorting"
"YDR201W","498","604","Spindle Pole Component"
"YDR201W","498","622","Spindle Pole Component"
"YDR201W","498","925","Spindle Pole Component"
"YDR201W","498","1374","Spindle Pole Component"
"YDR202C","1056","1125","Regulator of (H+)-ATPase in Vacuolar membrane"
"YDR202C","1056","1148","Regulator of (H+)-ATPase in Vacuolar membrane"
"YDR202C","1056","1242","Regulator of (H+)-ATPase in Vacuolar membrane"
"YDR202C","1056","1395","Regulator of (H+)-ATPase in Vacuolar membrane"
"YDR204W","1008","1137","COenzyme Q"
"YDR204W","1008","1162","COenzyme Q"
"YDR204W","1008","1188","COenzyme Q"
"YDR204W","1008","1291","COenzyme Q"
"YDR205W","2175","2237","Meiotic Sister-Chromatid recombination"
"YDR205W","2175","2288","Meiotic Sister-Chromatid recombination"
"YDR207C","2511","2673","Unscheduled Meiotic gene Expression"
"YDR208W","2340","2620","Multicopy Suppressor of Stt4 mutation"
"YDR208W","2340","2651","Multicopy Suppressor of Stt4 mutation"
"YDR208W","2340","2663","Multicopy Suppressor of Stt4 mutation"
"YDR210W","228","437","C-terminally Palmitoylated Protein"
"YDR210W","228","443","C-terminally Palmitoylated Protein"
"YDR210W","228","458","C-terminally Palmitoylated Protein"
"YDR210W","228","666","C-terminally Palmitoylated Protein"
"YDR210W","228","786","C-terminally Palmitoylated Protein"
"YDR210W","228","894","C-terminally Palmitoylated Protein"
"YDR211W","2139","2392","General Control Derepressed"
"YDR211W","2139","2566","General Control Derepressed"
"YDR212W","1680","1823","Tailless Complex Polypeptide"
"YDR212W","1680","1828","Tailless Complex Polypeptide"
"YDR212W","1680","1834","Tailless Complex Polypeptide"
"YDR212W","1680","1841","Tailless Complex Polypeptide"
"YDR212W","1680","1847","Tailless Complex Polypeptide"
"YDR212W","1680","2293","Tailless Complex Polypeptide"
"YDR212W","1680","2487","Tailless Complex Polypeptide"
"YDR213W","2742","2995","UPtake Control"
"YDR213W","2742","3023","UPtake Control"
"YDR214W","1053","1205","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1221","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1259","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1269","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1275","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1289","Activator of Heat shock protein 90 ATPase"
"YDR214W","1053","1717","Activator of Heat shock protein 90 ATPase"
"YDR215C","414","2016",""
"YDR219C","1398","1802","Mitochondria-associated F-Box protein"
"YDR219C","1398","1846","Mitochondria-associated F-Box protein"
"YDR219C","1398","1856","Mitochondria-associated F-Box protein"
"YDR221W","2109","2660","Glucosidase Two Beta-subunit"
"YDR221W","2109","2780","Glucosidase Two Beta-subunit"
"YDR222W","1248","1671",""
"YDR222W","1248","1944",""
"YDR223W","1404","1873","Co-Repressor with FHL1"
"YDR224C","396","498","Histone h Two B"
"YDR224C","396","504","Histone h Two B"
"YDR224C","396","509","Histone h Two B"
"YDR224C","396","511","Histone h Two B"
"YDR224C","396","515","Histone h Two B"
"YDR224C","396","515","Histone h Two B"
"YDR224C","396","520","Histone h Two B"
"YDR224C","396","521","Histone h Two B"
"YDR224C","396","526","Histone h Two B"
"YDR224C","396","529","Histone h Two B"
"YDR224C","396","535","Histone h Two B"
"YDR224C","396","538","Histone h Two B"
"YDR224C","396","544","Histone h Two B"
"YDR224C","396","547","Histone h Two B"
"YDR224C","396","551","Histone h Two B"
"YDR224C","396","552","Histone h Two B"
"YDR224C","396","553","Histone h Two B"
"YDR224C","396","557","Histone h Two B"
"YDR224C","396","557","Histone h Two B"
"YDR224C","396","558","Histone h Two B"
"YDR224C","396","560","Histone h Two B"
"YDR224C","396","562","Histone h Two B"
"YDR224C","396","563","Histone h Two B"
"YDR224C","396","570","Histone h Two B"
"YDR224C","396","571","Histone h Two B"
"YDR224C","396","576","Histone h Two B"
"YDR224C","396","581","Histone h Two B"
"YDR224C","396","591","Histone h Two B"
"YDR224C","396","591","Histone h Two B"
"YDR224C","396","620","Histone h Two B"
"YDR224C","396","629","Histone h Two B"
"YDR224C","396","634","Histone h Two B"
"YDR224C","396","634","Histone h Two B"
"YDR224C","396","639","Histone h Two B"
"YDR224C","396","643","Histone h Two B"
"YDR224C","396","653","Histone h Two B"
"YDR224C","396","653","Histone h Two B"
"YDR224C","396","679","Histone h Two B"
"YDR225W","399","566","Histone h Two A"
"YDR225W","399","569","Histone h Two A"
"YDR225W","399","610","Histone h Two A"
"YDR225W","399","615","Histone h Two A"
"YDR225W","399","618","Histone h Two A"
"YDR225W","399","625","Histone h Two A"
"YDR225W","399","626","Histone h Two A"
"YDR225W","399","631","Histone h Two A"
"YDR225W","399","633","Histone h Two A"
"YDR225W","399","635","Histone h Two A"
"YDR225W","399","638","Histone h Two A"
"YDR225W","399","638","Histone h Two A"
"YDR225W","399","640","Histone h Two A"
"YDR225W","399","643","Histone h Two A"
"YDR225W","399","643","Histone h Two A"
"YDR225W","399","646","Histone h Two A"
"YDR225W","399","648","Histone h Two A"
"YDR225W","399","648","Histone h Two A"
"YDR225W","399","649","Histone h Two A"
"YDR225W","399","650","Histone h Two A"
"YDR225W","399","653","Histone h Two A"
"YDR225W","399","654","Histone h Two A"
"YDR225W","399","655","Histone h Two A"
"YDR225W","399","656","Histone h Two A"
"YDR225W","399","656","Histone h Two A"
"YDR225W","399","659","Histone h Two A"
"YDR225W","399","661","Histone h Two A"
"YDR225W","399","663","Histone h Two A"
"YDR225W","399","663","Histone h Two A"
"YDR225W","399","666","Histone h Two A"
"YDR225W","399","668","Histone h Two A"
"YDR225W","399","671","Histone h Two A"
"YDR225W","399","671","Histone h Two A"
"YDR225W","399","677","Histone h Two A"
"YDR225W","399","678","Histone h Two A"
"YDR225W","399","684","Histone h Two A"
"YDR225W","399","686","Histone h Two A"
"YDR225W","399","728","Histone h Two A"
"YDR225W","399","1250","Histone h Two A"
"YDR226W","669","812","ADenylate Kinase"
"YDR226W","669","819","ADenylate Kinase"
"YDR226W","669","820","ADenylate Kinase"
"YDR226W","669","827","ADenylate Kinase"
"YDR226W","669","833","ADenylate Kinase"
"YDR226W","669","839","ADenylate Kinase"
"YDR226W","669","841","ADenylate Kinase"
"YDR226W","669","845","ADenylate Kinase"
"YDR226W","669","847","ADenylate Kinase"
"YDR226W","669","853","ADenylate Kinase"
"YDR226W","669","856","ADenylate Kinase"
"YDR226W","669","864","ADenylate Kinase"
"YDR226W","669","871","ADenylate Kinase"
"YDR226W","669","879","ADenylate Kinase"
"YDR226W","669","1008","ADenylate Kinase"
"YDR226W","669","1074","ADenylate Kinase"
"YDR227W","4077","4369","Silent Information Regulator"
"YDR228C","1881","2037","Protein 1 of Cleavage and polyadenylation Factor I"
"YDR228C","1881","2060","Protein 1 of Cleavage and polyadenylation Factor I"
"YDR229W","1362","1504","Interacting with Vps33p and Ypt7p"
"YDR229W","1362","1509","Interacting with Vps33p and Ypt7p"
"YDR229W","1362","1532","Interacting with Vps33p and Ypt7p"
"YDR229W","1362","1566","Interacting with Vps33p and Ypt7p"
"YDR231C","618","935","Cytochrome c OXidase"
"YDR231C","618","974","Cytochrome c OXidase"
"YDR232W","1647","2067","HEMe biosynthesis"
"YDR232W","1647","2073","HEMe biosynthesis"
"YDR232W","1647","2076","HEMe biosynthesis"
"YDR232W","1647","2082","HEMe biosynthesis"
"YDR232W","1647","2110","HEMe biosynthesis"
"YDR232W","1647","2325","HEMe biosynthesis"
"YDR233C","888","1020","ReTiculoN-like"
"YDR233C","888","1315","ReTiculoN-like"
"YDR233C","888","1322","ReTiculoN-like"
"YDR234W","2082","2273","LYSine requiring"
"YDR234W","2082","2287","LYSine requiring"
"YDR234W","2082","2304","LYSine requiring"
"YDR234W","2082","2318","LYSine requiring"
"YDR234W","2082","2391","LYSine requiring"
"YDR234W","2082","2425","LYSine requiring"
"YDR235W","1635","1734","Pre-mRNA Processing"
"YDR235W","1635","1740","Pre-mRNA Processing"
"YDR235W","1635","1748","Pre-mRNA Processing"
"YDR236C","657","1207","FMN biosynthesis"
"YDR236C","657","1225","FMN biosynthesis"
"YDR237W","879","1110","Mitochondrial Ribosomal Protein, Large subunit"
"YDR237W","879","1140","Mitochondrial Ribosomal Protein, Large subunit"
"YDR237W","879","1148","Mitochondrial Ribosomal Protein, Large subunit"
"YDR237W","879","1308","Mitochondrial Ribosomal Protein, Large subunit"
"YDR237W","879","1347","Mitochondrial Ribosomal Protein, Large subunit"
"YDR238C","2922","3200","SECretory"
"YDR238C","2922","3301","SECretory"
"YDR238C","2922","3331","SECretory"
"YDR239C","2364","2453",""
"YDR239C","2364","2469",""
"YDR239C","2364","2493",""
"YDR240C","1479","1584","Small NUclear ribonucleoprotein associated"
"YDR240C","1479","1590","Small NUclear ribonucleoprotein associated"
"YDR242W","1650","1809","AMiDase"
"YDR242W","1650","1859","AMiDase"
"YDR242W","1650","1913","AMiDase"
"YDR243C","1767","1861","Pre-mRNA Processing"
"YDR243C","1767","3399","Pre-mRNA Processing"
"YDR244W","1839","1963","PEroXin"
"YDR244W","1839","1969","PEroXin"
"YDR244W","1839","2000","PEroXin"
"YDR244W","1839","2031","PEroXin"
"YDR244W","1839","2061","PEroXin"
"YDR244W","1839","2092","PEroXin"
"YDR245W","1182","1380","MaNNosyltransferase"
"YDR245W","1182","1388","MaNNosyltransferase"
"YDR245W","1182","1402","MaNNosyltransferase"
"YDR245W","1182","1409","MaNNosyltransferase"
"YDR245W","1182","1450","MaNNosyltransferase"
"YDR245W","1182","1454","MaNNosyltransferase"
"YDR246W","660","822","TRapp Subunit"
"YDR246W","660","827","TRapp Subunit"
"YDR246W","660","840","TRapp Subunit"
"YDR246W","660","898","TRapp Subunit"
"YDR247W","1386","1923","Viable in a Hal3 Sit4 background"
"YDR247W","1386","2043","Viable in a Hal3 Sit4 background"
"YDR247W","1386","2122","Viable in a Hal3 Sit4 background"
"YDR247W","1386","2126","Viable in a Hal3 Sit4 background"
"YDR247W","1386","2144","Viable in a Hal3 Sit4 background"
"YDR248C","582","913",""
"YDR248C","582","924",""
"YDR249C","1122","1464",""
"YDR249C","1122","1556",""
"YDR250C","276","569",""
"YDR251W","2493","2928","Pp2A Multicopy suppressor"
"YDR251W","2493","2933","Pp2A Multicopy suppressor"
"YDR251W","2493","2934","Pp2A Multicopy suppressor"
"YDR251W","2493","2953","Pp2A Multicopy suppressor"
"YDR252W","450","1043","BTf Three"
"YDR252W","450","1049","BTf Three"
"YDR252W","450","1366","BTf Three"
"YDR252W","450","1399","BTf Three"
"YDR253C","576","894","METhionine requiring"
"YDR253C","576","1428","METhionine requiring"
"YDR254W","1377","1523","CHromosome Loss"
"YDR254W","1377","1527","CHromosome Loss"
"YDR254W","1377","2046","CHromosome Loss"
"YDR255C","1266","1618","Required for Meiotic nuclear Division"
"YDR255C","1266","2568","Required for Meiotic nuclear Division"
"YDR256C","1548","1737","CaTalase A"
"YDR257C","1485","1834","Ribosomal lysine (K) Methyltransferase"
"YDR257C","1485","1835","Ribosomal lysine (K) Methyltransferase"
"YDR258C","2436","2570","Heat Shock Protein"
"YDR258C","2436","2654","Heat Shock Protein"
"YDR259C","1152","1319","Yeast homolog of AP-1"
"YDR259C","1152","1741","Yeast homolog of AP-1"
"YDR260C","513","953","Spore Wall Maturation"
"YDR260C","513","1201","Spore Wall Maturation"
"YDR260C","513","1477","Spore Wall Maturation"
"YDR261C","1689","1948","EXo-1,3-beta-Glucanase"
"YDR261C","1689","1966","EXo-1,3-beta-Glucanase"
"YDR262W","819","1001",""
"YDR262W","819","1012",""
"YDR262W","819","1015",""
"YDR262W","819","1026",""
"YDR262W","819","1347",""
"YDR262W","819","1365",""
"YDR263C","1293","1470","DNA Damage INducible"
"YDR263C","1293","1626","DNA Damage INducible"
"YDR264C","2295","2595","AnKyrin Repeat containing"
"YDR264C","2295","2650","AnKyrin Repeat containing"
"YDR264C","2295","2822","AnKyrin Repeat containing"
"YDR265W","1014","1225","PEroXin"
"YDR265W","1014","1414","PEroXin"
"YDR265W","1014","1433","PEroXin"
"YDR265W","1014","1458","PEroXin"
"YDR266C","1920","2257","Histone E3 Ligase"
"YDR266C","1920","2263","Histone E3 Ligase"
"YDR267C","993","1175","Cytosolic Iron-sulfur protein Assembly"
"YDR267C","993","1191","Cytosolic Iron-sulfur protein Assembly"
"YDR267C","993","1431","Cytosolic Iron-sulfur protein Assembly"
"YDR267C","993","1560","Cytosolic Iron-sulfur protein Assembly"
"YDR268W","1140","1287","Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)"
"YDR268W","1140","1311","Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)"
"YDR268W","1140","1418","Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)"
"YDR268W","1140","1551","Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)"
"YDR270W","3015","3171","Cross-Complements Ca(2+) phenotype of csg1"
"YDR271C","372","815",""
"YDR272W","825","915","GLyOxalase"
"YDR272W","825","921","GLyOxalase"
"YDR272W","825","929","GLyOxalase"
"YDR272W","825","930","GLyOxalase"
"YDR272W","825","935","GLyOxalase"
"YDR272W","825","1905","GLyOxalase"
"YDR272W","825","1923","GLyOxalase"
"YDR273W","1098","1651","DONut"
"YDR273W","1098","2008","DONut"
"YDR274C","372","1628",""
"YDR275W","708","1670","Triglyceride-associated Lipid Droplet protein"
"YDR275W","708","1687","Triglyceride-associated Lipid Droplet protein"
"YDR276C","168","361","Plasma Membrane Proteolipid"
"YDR276C","168","366","Plasma Membrane Proteolipid"
"YDR276C","168","369","Plasma Membrane Proteolipid"
"YDR276C","168","374","Plasma Membrane Proteolipid"
"YDR276C","168","375","Plasma Membrane Proteolipid"
"YDR276C","168","379","Plasma Membrane Proteolipid"
"YDR276C","168","380","Plasma Membrane Proteolipid"
"YDR276C","168","382","Plasma Membrane Proteolipid"
"YDR276C","168","386","Plasma Membrane Proteolipid"
"YDR276C","168","387","Plasma Membrane Proteolipid"
"YDR276C","168","388","Plasma Membrane Proteolipid"
"YDR276C","168","391","Plasma Membrane Proteolipid"
"YDR276C","168","393","Plasma Membrane Proteolipid"
"YDR276C","168","394","Plasma Membrane Proteolipid"
"YDR276C","168","394","Plasma Membrane Proteolipid"
"YDR276C","168","399","Plasma Membrane Proteolipid"
"YDR276C","168","399","Plasma Membrane Proteolipid"
"YDR276C","168","399","Plasma Membrane Proteolipid"
"YDR276C","168","401","Plasma Membrane Proteolipid"
"YDR276C","168","404","Plasma Membrane Proteolipid"
"YDR276C","168","407","Plasma Membrane Proteolipid"
"YDR276C","168","407","Plasma Membrane Proteolipid"
"YDR276C","168","409","Plasma Membrane Proteolipid"
"YDR276C","168","412","Plasma Membrane Proteolipid"
"YDR276C","168","412","Plasma Membrane Proteolipid"
"YDR276C","168","415","Plasma Membrane Proteolipid"
"YDR276C","168","418","Plasma Membrane Proteolipid"
"YDR276C","168","421","Plasma Membrane Proteolipid"
"YDR276C","168","421","Plasma Membrane Proteolipid"
"YDR276C","168","425","Plasma Membrane Proteolipid"
"YDR276C","168","426","Plasma Membrane Proteolipid"
"YDR276C","168","432","Plasma Membrane Proteolipid"
"YDR276C","168","432","Plasma Membrane Proteolipid"
"YDR276C","168","434","Plasma Membrane Proteolipid"
"YDR276C","168","435","Plasma Membrane Proteolipid"
"YDR276C","168","437","Plasma Membrane Proteolipid"
"YDR276C","168","440","Plasma Membrane Proteolipid"
"YDR276C","168","442","Plasma Membrane Proteolipid"
"YDR276C","168","443","Plasma Membrane Proteolipid"
"YDR276C","168","443","Plasma Membrane Proteolipid"
"YDR276C","168","443","Plasma Membrane Proteolipid"
"YDR276C","168","445","Plasma Membrane Proteolipid"
"YDR276C","168","447","Plasma Membrane Proteolipid"
"YDR276C","168","448","Plasma Membrane Proteolipid"
"YDR276C","168","449","Plasma Membrane Proteolipid"
"YDR276C","168","450","Plasma Membrane Proteolipid"
"YDR276C","168","451","Plasma Membrane Proteolipid"
"YDR276C","168","451","Plasma Membrane Proteolipid"
"YDR276C","168","453","Plasma Membrane Proteolipid"
"YDR276C","168","455","Plasma Membrane Proteolipid"
"YDR276C","168","455","Plasma Membrane Proteolipid"
"YDR276C","168","457","Plasma Membrane Proteolipid"
"YDR276C","168","458","Plasma Membrane Proteolipid"
"YDR276C","168","460","Plasma Membrane Proteolipid"
"YDR276C","168","460","Plasma Membrane Proteolipid"
"YDR276C","168","462","Plasma Membrane Proteolipid"
"YDR276C","168","463","Plasma Membrane Proteolipid"
"YDR276C","168","468","Plasma Membrane Proteolipid"
"YDR276C","168","468","Plasma Membrane Proteolipid"
"YDR276C","168","473","Plasma Membrane Proteolipid"
"YDR276C","168","476","Plasma Membrane Proteolipid"
"YDR276C","168","478","Plasma Membrane Proteolipid"
"YDR276C","168","481","Plasma Membrane Proteolipid"
"YDR276C","168","482","Plasma Membrane Proteolipid"
"YDR276C","168","486","Plasma Membrane Proteolipid"
"YDR276C","168","493","Plasma Membrane Proteolipid"
"YDR276C","168","510","Plasma Membrane Proteolipid"
"YDR276C","168","516","Plasma Membrane Proteolipid"
"YDR276C","168","889","Plasma Membrane Proteolipid"
"YDR276C","168","1222","Plasma Membrane Proteolipid"
"YDR277C","1302","1574","MSN Three Homolog"
"YDR277C","1302","1627","MSN Three Homolog"
"YDR277C","1302","1656","MSN Three Homolog"
"YDR277C","1302","1661","MSN Three Homolog"
"YDR277C","1302","1667","MSN Three Homolog"
"YDR277C","1302","1741","MSN Three Homolog"
"YDR277C","1302","1752","MSN Three Homolog"
"YDR279W","1053","1254","RNase H"
"YDR279W","1053","1346","RNase H"
"YDR280W","918","1345","Ribosomal RNA Processing"
"YDR280W","918","1872","Ribosomal RNA Processing"
"YDR281C","315","474","PHosphate Metabolism"
"YDR281C","315","479","PHosphate Metabolism"
"YDR281C","315","480","PHosphate Metabolism"
"YDR281C","315","489","PHosphate Metabolism"
"YDR281C","315","502","PHosphate Metabolism"
"YDR281C","315","526","PHosphate Metabolism"
"YDR281C","315","527","PHosphate Metabolism"
"YDR281C","315","532","PHosphate Metabolism"
"YDR281C","315","540","PHosphate Metabolism"
"YDR281C","315","546","PHosphate Metabolism"
"YDR281C","315","551","PHosphate Metabolism"
"YDR281C","315","561","PHosphate Metabolism"
"YDR281C","315","574","PHosphate Metabolism"
"YDR281C","315","630","PHosphate Metabolism"
"YDR281C","315","638","PHosphate Metabolism"
"YDR281C","315","645","PHosphate Metabolism"
"YDR281C","315","666","PHosphate Metabolism"
"YDR281C","315","672","PHosphate Metabolism"
"YDR281C","315","753","PHosphate Metabolism"
"YDR281C","315","769","PHosphate Metabolism"
